,lat,lng,Category
888,41.376801,2.1460443,2
889,51.5110114,-0.0771251,1
890,51.5241248,-0.1258066,1
891,41.3930406,2.1545393,2
892,45.4758842,9.205791,4
893,45.4794406,9.2096756,4
894,45.4858877,9.2042827,4
895,45.4682358,9.2073799,4
896,45.473348,9.1910733,4
897,45.4580781,9.1924205,4
898,45.4572218,9.1937008,4
899,45.4529643,9.1962217,4
900,45.4642651,9.1960569,4
901,45.4769923,9.1844899,4
902,45.46676,9.194293,4
903,45.4656023,9.1778675,4
904,45.4848809,9.1596461,4
905,45.4867005,9.1575137,4
906,41.4126508,2.2090895,2
907,41.3885274,2.1360471,2
908,52.3727067,4.8943658,3
909,52.377278,4.897818,3
910,52.373704,4.893591,3
911,52.3735266,4.8933041,3
912,48.2133296,16.3471399,4
913,52.3351951,4.8885354,3
914,52.314371,4.9388064,3
915,52.3511137,4.8411629,3
916,41.3827,2.1791999,2
917,48.2114567,16.3738677,4
918,41.4061636,2.2008956,2
919,52.3511447,4.8740764,3
920,41.3861153,2.1611899,2
921,41.3897945,2.1660575,2
922,41.3908486,2.1680745,2
923,41.3888014,2.1653738,2
924,52.3923684,4.9110442,3
925,41.4002812,2.1297427,2
926,41.3959587,2.2008981,2
927,48.231911,16.4129493,4
928,48.2078955,16.3701084,4
929,41.3781685,2.1786627,2
930,52.36513,4.8729422,3
931,52.364962,4.873495,3
932,41.3832414,2.1685298,2
933,51.5590955,-0.284704,1
934,48.2273013,16.4001791,4
935,41.392018,2.157066,2
936,41.391843,2.156844,2
937,51.603207,0.010607,1
938,41.4014399,2.2100745,2
939,52.333803,4.8884708,3
940,51.5267769,-0.1324905,1
941,51.507377,0.038657,1
942,48.2051299,16.369036,4
943,48.1949694,16.3692624,4
944,48.1983543,16.3375246,4
945,52.3497431,4.8911908,3
946,52.3487635,4.8938829,3
947,48.1513676,16.4064709,4
948,52.3451511,4.9252372,3
949,48.2114087,16.3746469,4
950,48.1975497,16.3686397,4
951,48.2565936,16.4031426,4
952,51.481663,-0.1909565,1
953,45.4644348,9.1952727,4
954,52.3357326,4.8743947,3
955,51.5179386,-0.1529794,1
956,48.200561,16.3647063,4
957,41.3991773,2.1656134,2
959,41.3732462,2.1474351,2
960,41.3841429,2.1616896,2
961,41.3927101,2.1722139,2
962,41.3915897,2.1720108,2
963,41.3831641,2.1604736,2
964,41.3842608,2.1609471,2
965,41.3891168,2.1671986,2
966,41.390913,2.1706981,2
967,41.391362,2.1700953,2
968,41.3901396,2.1696699,2
969,41.3916258,2.1716378,2
970,41.392344,2.1729157,2
971,41.3935967,2.1742718,2
972,51.514879,-0.1606501,1
973,48.1825159,16.3322428,4
974,48.2196722,16.3863588,4
975,51.511579,-0.1500193,1
976,48.1791893,16.3625367,4
977,41.4017465,2.1477365,2
978,48.1629737,16.3404024,4
979,48.2082256,16.3684123,4
980,48.2112491,16.3776519,4
981,51.5064607,-0.1454198,1
982,51.5064534,-0.1456146,1
983,51.4988977,-0.1562015,1
984,51.504439,-0.149911,1
985,48.2140659,16.4217627,4
986,51.5213303,-0.2915052,1
987,48.2199427,16.3598984,4
989,52.357655,4.844576,3
990,52.3718665,4.8873794,3
991,52.369391,4.8871721,3
992,52.3653868,4.8931979,3
993,52.364768,4.896945,3
994,48.2195864,16.3255339,4
995,48.2238463,16.3138357,4
996,48.2097958,16.3658705,4
997,48.2101211,16.3655537,4
998,48.1667886,16.344908,4
999,48.1866506,16.3023375,4
1000,48.1877942,16.2727214,4
1001,48.1585332,16.3451115,4
1002,52.3560923,4.8858229,3
1003,48.1640345,16.3216061,4
1004,51.5051084,-0.213266,1
1005,48.2152663,16.376103,4
1006,52.3101182,4.9472918,3
1007,52.3096835,4.9422614,3
1008,51.50303,-0.15242,1
1009,52.3588806,4.9886041,3
1010,52.3846059,4.8941866,3
1011,51.475172,-0.1870629,1
1012,41.3835584,2.178311,2
1013,52.3595919,4.8801587,3
1014,52.3599196,4.8810128,3
1015,41.3830582,2.1778267,2
1016,41.3862689,2.1291786,2
1017,52.335182,4.9138688,3
1018,48.1537005,16.2825822,4
1019,48.2145071,16.2845042,4
1020,48.2019865,16.3789934,4
1021,52.3417894,4.824952,3
1022,48.2085627,16.3541687,4
1025,41.4114188,2.211756,2
1026,48.2105156,16.3760717,4
1027,48.2024907,16.3702656,4
1028,48.2012505,16.3731255,4
1029,48.2017091,16.3710205,4
1030,48.2021105,16.3720841,4
1031,48.2057193,16.3710878,4
1032,48.2044655,16.3702399,4
1033,48.2062103,16.3710387,4
1034,48.1824271,16.3808291,4
1035,52.3047669,4.9476868,3
1036,52.377955,4.894641,3
1037,52.3763099,4.8862701,3
1038,52.3758754,4.8859642,3
1039,52.3654686,4.8798713,3
1040,51.531427,-0.126133,1
1041,51.480672,-0.0071375,1
1042,48.2031622,16.3561999,4
1043,48.2047761,16.3512515,4
1044,48.2185837,16.3881339,4
1045,52.3542655,4.8664365,3
1046,41.3827894,2.1715636,2
1047,41.3834673,2.1712016,2
1048,41.3843222,2.1712893,2
1049,41.3780983,2.1762005,2
1050,51.5576962,-0.2835263,1
1051,51.5119446,-0.179939,1
1052,51.5120219,-0.1762414,1
1053,51.5119446,-0.179939,1
1055,48.1964001,16.3958668,4
1056,48.1923791,16.3994512,4
1057,48.2038688,16.3887039,4
1058,48.2075294,16.3525967,4
1059,45.4630685,9.1979367,4
1060,45.4738012,9.2239702,4
1061,41.3842838,2.1707092,2
1062,52.3793659,4.8457179,3
1063,52.363889,4.881302,3
1064,41.4101934,2.1695574,2
1065,48.2064745,16.3546297,4
1066,48.210285,16.373579,4
1067,52.3591467,4.9263601,3
1068,48.1940487,16.2971831,4
1069,41.3957584,2.1822402,2
1070,41.4082054,2.2124626,2
1071,51.5016102,-0.1191545,1
1072,41.406146,2.2008636,2
1073,41.4006708,2.2087844,2
1074,41.3897735,2.1419762,2
1075,41.3900104,2.1422396,2
1076,51.4993652,-0.1576613,1
1077,41.3861283,2.1745291,2
1078,41.3792053,2.1427989,2
1079,41.3890578,2.1565948,2
1080,41.3894195,2.1564886,2
1081,41.3910621,2.1593373,2
1082,41.3931918,2.16152,2
1083,41.3945074,2.1632659,2
1084,41.3962658,2.1662153,2
1085,51.5165165,-0.1509735,1
1086,51.6068054,0.0590416,1
1087,41.39038,2.121,2
1088,48.1868107,16.3440157,4
1089,48.1935593,16.3616098,4
1090,48.1899743,16.3567007,4
1091,48.1965878,16.3413729,4
1092,48.2008957,16.3592496,4
1093,48.2002872,16.3547746,4
1094,48.1990335,16.3525051,4
1095,48.1979979,16.3483314,4
1096,41.3982129,2.1494179,2
1097,41.3865424,2.1969665,2
1098,48.1945297,16.340327,4
1099,48.1756283,16.4200957,4
1100,52.385601,4.8470597,3
1101,41.371308,2.181698,2
1102,48.19183,16.3770876,4
1103,41.3936071,2.1504611,2
1104,41.3985449,2.1438237,2
1105,41.4034965,2.1370426,2
1106,52.3872884,4.8349748,3
1107,52.4001813,4.8936653,3
1108,52.3711037,4.8936787,3
1109,48.1995177,16.3388225,4
1110,48.2006001,16.3386333,4
1111,48.251195,16.2989165,4
1112,41.383515,2.1407396,2
1113,52.3678779,4.8948936,3
1114,52.3681919,4.8957609,3
1115,52.3741426,4.8907741,3
1116,52.3754926,4.8929878,3
1117,52.3760456,4.8943917,3
1118,51.5104624,-0.0795502,1
1119,52.3611852,4.8936341,3
1120,41.3780229,2.1730782,2
1121,41.3825777,2.1400103,2
1122,41.384591,2.1378107,2
1123,51.5050355,-0.1500864,1
1124,51.5083719,0.0355768,1
1125,51.511174,-0.1349904,1
1126,52.376752,4.904618,3
1127,48.2026449,16.3671054,4
1128,48.2149414,16.3365285,4
1129,52.3375677,4.8178172,3
1130,52.3702613,4.9032489,3
1131,52.370835,4.895403,3
1132,52.3840358,4.9028572,3
1133,41.3727844,2.1721134,2
1134,41.3971434,2.1921947,2
1135,41.3969273,2.192267,2
1136,52.3714428,4.9346331,3
1137,48.2000165,16.3641802,4
1139,41.3747873,2.1611846,2
1140,51.5082019,-0.1545589,1
1141,48.2056333,16.3778615,4
1142,48.2050967,16.3770928,4
1143,41.3815625,2.1838458,2
1144,41.3918805,2.1660363,2
1145,41.3935497,2.1627098,2
1146,41.3939082,2.1622556,2
1147,41.4023621,2.2119049,2
1148,41.4037972,2.213767,2
1149,41.4101306,2.2188047,2
1150,41.3798658,2.1805271,2
1151,41.3801815,2.180688,2
1152,41.3907208,2.1660732,2
1153,41.391393,2.1668467,2
1154,41.3980162,2.1581229,2
1155,41.3930168,2.1646148,2
1156,41.3935179,2.1639813,2
1157,41.3946775,2.162638,2
1158,41.3866227,2.1840722,2
1159,41.3775577,2.1384686,2
1160,41.4084334,2.2178205,2
1161,48.2217697,16.3578738,4
1163,41.3944848,2.1651078,2
1164,41.3962106,2.1621171,2
1165,41.3856387,2.1668274,2
1166,41.3856173,2.1659487,2
1167,48.1979514,16.336318,4
1168,51.520171,-0.102463,1
1169,48.2097026,16.3703902,4
1170,48.2038793,16.3698086,4
1171,45.4793852,9.1961308,4
1172,45.479888,9.1962982,4
1173,45.4790357,9.199028,4
1174,45.4838504,9.2034067,4
1175,45.4857027,9.2020127,4
1176,45.4638223,9.1940273,4
1177,45.4844028,9.1673528,4
1178,45.4834133,9.1666361,4
1179,45.4608547,9.1886179,4
1180,45.4805847,9.2117326,4
1181,45.4852549,9.2069501,4
1182,45.4845143,9.2057532,4
1183,45.4747809,9.2059385,4
1184,45.4868745,9.2018406,4
1185,45.453152,9.179172,4
1186,45.498503,9.1664111,4
1187,51.5092876,-0.1370062,1
1188,52.3781016,4.9142508,3
1189,41.3830117,2.1700699,2
1190,41.3810421,2.1814294,2
1191,41.4111652,2.2192012,2
1192,41.3799929,2.1748256,2
1193,41.368437,2.1901534,2
1194,41.3892128,2.1726015,2
1195,48.8639788,2.3352615,3
1196,48.8719697,2.3316014,3
1197,41.3703041,2.17141,2
1198,41.3861459,2.1711594,2
1199,41.3750293,2.1491172,2
1200,41.3798964,2.1412433,2
1201,51.5357597,-0.1902591,1
1202,51.517876,-0.1440647,1
1203,51.5135929,-0.0907833,1
1204,48.212857,16.37986,4
1205,52.3744149,4.9041443,3
1206,52.377743,4.897057,3
1207,52.3764175,4.9002201,3
1208,52.3728353,4.883326,3
1209,52.364971,4.8839827,3
1210,52.3678368,4.8830788,3
1211,52.3648077,4.8853962,3
1212,52.3419432,4.8759604,3
1213,52.3600068,4.9051643,3
1214,41.4052324,2.2117289,2
1215,41.3919083,2.1573318,2
1216,52.3154533,4.9962997,3
1217,41.4072812,2.1443116,2
1218,41.3941625,2.1597836,2
1219,41.3894654,2.1662651,2
1220,41.3875467,2.1673975,2
1221,41.3922919,2.1622256,2
1222,41.3790126,2.1696339,2
1223,41.3837453,2.171014,2
1224,41.3989322,2.2024183,2
1225,48.2133054,16.3567884,4
1226,48.2508693,16.304957,4
1227,48.1776236,16.3243588,4
1228,41.3896916,2.1798661,2
1229,52.3664077,4.8969091,3
1230,52.3657092,4.8966912,3
1231,52.3657281,4.8972883,3
1232,48.1955998,16.3826989,4
1233,48.1954348,16.383429,4
1234,48.1950444,16.3844751,4
1235,48.1854312,16.404884,4
1236,51.5013149,-0.2174459,1
1237,48.2071576,16.3765913,4
1238,48.1978409,16.367087,4
1239,41.380939,2.1796095,2
1240,48.2027296,16.3661211,4
1241,52.3527675,4.88373,3
1242,52.3617577,4.8780052,3
1243,41.3907821,2.1717426,2
1244,41.393599,2.1684151,2
1245,41.3905166,2.1725643,2
1246,41.3909816,2.1714938,2
1247,41.3910786,2.1717285,2
1248,41.3759896,2.167148,2
1249,41.3895263,2.1747136,2
1250,41.3885658,2.1712991,2
1251,41.3869565,2.1665338,2
1252,48.2163343,16.3595536,4
1253,41.4226648,2.1464261,2
1254,41.3949242,2.1593099,2
1255,41.3962468,2.1609551,2
1256,41.4047382,2.1727127,2
1257,41.3920254,2.1554675,2
1258,48.2176776,16.3821364,4
1259,48.2178332,16.3821636,4
1260,48.2102677,16.3741269,4
1261,51.5083537,0.0198855,1
1262,48.2138096,16.3714293,4
1263,52.3702469,4.8966743,3
1264,41.385817,2.1256789,2
1265,41.3832498,2.1753483,2
1266,41.3976233,2.188975,2
1267,41.3799209,2.1728181,2
1268,41.3854716,2.1018835,2
1269,41.3949199,2.1468594,2
1270,52.3617751,4.9118187,3
1272,51.499046,-0.1917073,1
1273,48.184732,16.3211959,4
1274,48.1925582,16.3576071,4
1275,52.2924567,4.9444338,3
1276,48.191339,16.3165873,4
1277,48.2048494,16.343618,4
1278,48.2155236,16.3646858,4
1279,48.2163149,16.3685103,4
1280,48.2146623,16.3627994,4
1281,48.2022415,16.3749336,4
1282,48.2017277,16.375463,4
1283,48.2022742,16.3762615,4
1284,48.2082215,16.3751842,4
1285,48.2080479,16.375612,4
1286,48.2111522,16.3788631,4
1289,45.4651371,9.1895249,4
1290,48.1790835,16.4116997,4
1291,52.3705447,4.8886439,3
1292,48.2078727,16.3724042,4
1293,51.4927325,-0.1573708,1
1294,52.3786823,4.8207833,3
1295,48.1915401,16.3546263,4
1296,48.1829645,16.3776709,4
1297,48.1834787,16.3762765,4
1298,51.5007324,-0.01655,1
1299,51.519616,-0.1218432,1
1300,52.3924898,4.8683822,3
1301,52.3727871,4.8900059,3
1302,52.3697554,4.8887815,3
1303,51.5059087,-0.1403795,1
1304,51.5064721,-0.0716893,1
1305,52.3681299,4.8440847,3
1306,52.362514,4.8800077,3
1307,52.3613814,4.8832594,3
1308,52.3630682,4.8794451,3
1309,48.2082385,16.3715725,4
1310,48.2087646,16.3721138,4
1311,51.5111922,-0.1194006,1
1312,51.5078943,-0.1436707,1
1313,48.2107358,16.382147,4
1314,48.2142766,16.3801779,4
1316,51.508236,-0.1261963,1
1317,48.2121772,16.3680771,4
1318,51.5731061,-0.2233332,1
1319,51.4991134,-0.0790969,1
1320,48.2130607,16.4133973,4
1321,41.3812574,2.1269078,2
1322,48.1966396,16.3863822,4
1323,48.2110845,16.3838405,4
1324,41.3999934,2.1452467,2
1325,41.388024,2.1731556,2
1326,41.38793,2.1568061,2
1327,52.358631,4.8786236,3
1328,52.3266672,4.8800884,3
1329,45.4828787,9.186346,4
1330,45.4608604,9.1890215,4
1331,45.4694772,9.1909325,4
1332,45.4501306,9.1696481,4
1333,41.3961294,2.1551626,2
1334,45.461177,9.191047,4
1335,45.466598,9.183064,4
1336,45.4693349,9.2142383,4
1337,45.459485,9.179511,4
1338,45.4661781,9.1588367,4
1339,45.4667717,9.1871001,4
1340,45.4684251,9.1834161,4
1341,45.4595203,9.1770004,4
1342,45.4405621,9.1921165,4
1343,45.4689376,9.1868891,4
1344,45.49952,9.206138,4
1345,45.4708973,9.1840992,4
1346,45.4836517,9.2078581,4
1347,45.4845769,9.2065256,4
1348,45.480515,9.160063,4
1349,45.4841371,9.2001623,4
1350,45.4868744,9.2018407,4
1351,45.4726942,9.1943911,4
1352,45.4787357,9.2041131,4
1353,45.4911829,9.2393614,4
1354,45.4524879,9.1669784,4
1355,45.4897688,9.1549451,4
1356,45.4858877,9.2042827,4
1357,45.4802503,9.1494925,4
1358,45.4720654,9.0777871,4
1359,45.4794587,9.1951427,4
1360,45.4851889,9.198015,4
1361,45.469339,9.195108,4
1362,45.443791,9.152947,4
1363,45.484237,9.198858,4
1364,45.51152,9.1241306,4
1365,45.4859983,9.1637603,4
1366,45.5099969,9.1739942,4
1367,45.465957,9.192297,4
1368,45.451873,9.20548,4
1369,45.4408963,9.1728003,4
1370,41.3833541,2.1794038,2
1371,41.3849695,2.1776631,2
1372,41.3860521,2.176157,2
1373,41.3870479,2.174336,2
1374,41.3822909,2.1807447,2
1375,45.4776167,9.2016244,4
1376,45.4777623,9.203169,4
1377,45.4580137,9.1913676,4
1378,45.443502,9.1377081,4
1379,45.4436132,9.1161094,4
1380,45.5161671,9.2272778,4
1381,45.5005657,9.1383663,4
1382,45.4862032,9.200322,4
1383,45.4684949,9.1550355,4
1384,45.4909585,9.1614268,4
1385,45.4739801,9.1960671,4
1386,45.4699058,9.1925024,4
1387,45.470532,9.19302,4
1388,45.4792738,9.1459546,4
1389,45.4813423,9.2039494,4
1390,45.4633289,9.1884242,4
1391,45.4481878,9.2570459,4
1392,45.4606597,9.1810947,4
1393,45.4814923,9.192023,4
1394,45.4896727,9.2006406,4
1395,45.482442,9.1756982,4
1396,45.4559784,9.1871812,4
1397,45.4788051,9.1446276,4
1398,45.4622972,9.1814695,4
1399,45.4984161,9.1904375,4
1400,45.4826692,9.2034371,4
1401,45.4830211,9.2033246,4
1402,45.4802415,9.2131919,4
1403,45.5045259,9.246461,4
1404,45.4782808,9.1997755,4
1405,45.463135,9.2102,4
1406,45.43784,9.230901,4
1407,45.4565757,9.1684824,4
1408,45.4837173,9.1649371,4
1409,45.4701334,9.1897405,4
1410,45.4881471,9.2016609,4
1411,45.5138582,9.1194759,4
1412,45.4589731,9.0687506,4
1413,45.4829817,9.2041911,4
1414,45.4670579,9.1427822,4
1415,45.465237,9.191247,4
1416,45.4655368,9.1914986,4
1417,45.467298,9.1846982,4
1418,45.4672309,9.184154,4
1419,45.4630441,9.183607,4
1420,45.4657568,9.1916674,4
1421,45.4574655,9.1919138,4
1422,45.470238,9.195347,4
1423,45.4714062,9.1965303,4
1424,45.4691663,9.1984454,4
1425,45.5331372,9.1711019,4
1426,45.4648822,9.1893265,4
1427,45.4657842,9.1895321,4
1428,45.463579,9.1869092,4
1429,45.4779041,9.2094965,4
1430,45.501946,9.2277569,4
1431,45.4769167,9.196665,4
1432,45.4851799,9.1831189,4
1433,45.4709657,9.1566242,4
1434,45.4654912,9.1889612,4
1435,45.4510425,9.1606536,4
1436,45.488764,9.183057,4
1437,45.5000245,9.1428722,4
1438,45.5147974,9.116606,4
1439,45.500667,9.1445874,4
1440,45.4611287,9.1542675,4
1441,45.4853717,9.2115837,4
1442,45.4847398,9.2072916,4
1443,45.4635445,9.2068649,4
1444,45.4510397,9.1920911,4
1445,45.4508673,9.1948659,4
1446,45.4947129,9.1418864,4
1447,45.494861,9.141551,4
1448,45.4921089,9.1476806,4
1449,45.5266395,9.2131549,4
1450,45.4471408,9.2070051,4
1451,45.4472099,9.2090967,4
1452,45.4872511,9.2237385,4
1453,45.480968,9.189977,4
1454,45.502453,9.2218364,4
1455,45.50054,9.2208089,4
1456,45.4725167,9.1439198,4
1457,45.4736557,9.2066824,4
1458,45.5257221,9.2150033,4
1459,45.506502,9.1965192,4
1460,45.4770906,9.2054208,4
1461,52.3663727,4.8930505,3
1462,52.365823,4.893243,3
1463,41.3766732,2.1524478,2
1464,41.4047934,2.1288527,2
1465,41.3853781,2.1567228,2
1466,48.2307014,16.3552189,4
1467,52.3625662,4.8779225,3
1470,48.2340799,16.4210093,4
1471,48.2353789,16.4219737,4
1472,48.2390022,16.4292329,4
1473,48.231915,16.417026,4
1474,48.1919288,16.3391395,4
1475,48.1941905,16.3462578,4
1476,48.1945774,16.346356,4
1477,48.2072348,16.372238,4
1478,52.3583821,4.8988777,3
1479,51.5403942,-0.3697581,1
1480,51.5084195,0.0253216,1
1481,51.5009609,-0.1165913,1
1482,51.4242413,-0.2293503,1
1483,52.3594783,4.895853,3
1484,51.509133,-0.130189,1
1485,51.5045583,-0.1262584,1
1486,52.3546649,4.9131641,3
1487,48.1877258,16.3781454,4
1488,48.1953229,16.3672882,4
1489,48.1974036,16.3673003,4
1490,48.1935235,16.3669145,4
1491,48.2104468,16.3715781,4
1492,51.5020912,-0.1577795,1
1493,51.499981,-0.1928791,1
1494,48.2037451,16.3356767,4
