lat,lng
48.8546989,2.3691899
51.506935,-0.126012
51.506935,-0.126012
51.5095259,-0.1967234
48.8607299,2.3465326
48.8668228,2.3257729
48.8668048,2.3039465
48.8698184,2.3208729
48.8597024,2.3239701
48.8573706,2.3314669
48.8728492,2.3073663
48.8657687,2.3090386
48.866676,2.3089908
48.8785454,2.3384866
51.4901051,-0.1381355
51.5265353,-0.1361682
48.8794646,2.2849548
51.5255136,-0.082927
51.5077459,-0.1378733
51.5460628,-0.0700817
51.5195857,-0.1584803
48.8647019,2.2886425
51.4926269,-0.2288598
48.8636168,2.3607998
48.8384558,2.3805885
51.522672,-0.1036841
51.509841,-0.1552193
48.8427364,2.3672171
48.8622723,2.3495707
48.8663089,2.289609
51.4992789,-0.2090733
51.4933372,-0.1788931
48.8776756,2.3493159
48.8738672,2.3005894
51.4910062,-0.1717691
51.517608,-0.1276253
48.8519208,2.338878
51.4940285,-0.1910497
48.8794223,2.2957628
48.8796596,2.3209155
48.8696173,2.3346428
48.8795947,2.3280695
48.8726814,2.3020866
48.8497553,2.3467616
48.8816073,2.3371648
48.8538608,2.3429487
48.853299,2.337993
48.8454447,2.3242814
48.8438998,2.3294858
48.849758,2.3095213
51.5112451,-0.1808938
48.846837,2.3258066
48.8474426,2.3223783
48.8724945,2.3091549
51.5201065,-0.1221393
48.8603599,2.3230778
48.8710895,2.3393461
48.8803479,2.2858242
51.4942305,-0.1851141
51.5179725,-0.1280495
48.874853,2.3245798
48.8672694,2.2878666
48.8252307,2.3569005
48.8694768,2.3515065
48.8837472,2.3186342
51.5298597,-0.1444623
52.3544507,4.8875036
51.5131979,-0.1174504
52.3466449,4.8310984
48.2264063,16.3600628
45.4521067,9.1758135
48.1996129,16.3773546
48.2105243,16.3683592
48.2062268,16.3833767
41.378751,2.17873
52.3663466,4.8985764
41.4031654,2.1231637
52.3607413,4.8695315
48.2040859,16.3725046
48.204183,16.3726664
52.3504558,4.8770194
52.350396,4.8756404
52.351381,4.872723
52.3486098,4.8844292
41.3846637,2.1740902
52.3312406,4.8774466
41.3873478,2.1603987
41.3880549,2.1599602
52.3856494,4.834443
48.2134246,16.3831309
48.2083518,16.354532
41.3919114,2.1765438
41.393227,2.1927427
41.4109715,2.2186535
41.4038774,2.1911894
41.4036219,2.1902808
41.3899609,2.135684
41.3944029,2.150194
41.3941338,2.1489569
41.388682,2.1316368
41.3933943,2.1461315
41.3835246,2.1096141
41.3860183,2.19473
41.3837583,2.1846933
41.4110056,2.1866009
41.3747031,2.1707106
41.39367,2.1115418
41.3725246,2.1540788
41.3795572,2.1425457
41.3810311,2.1455516
41.3815028,2.1449138
41.3844072,2.1514584
41.391058,2.141706
41.4106944,2.136294
41.3849613,2.1756666
41.3935591,2.1993915
41.375237,2.1684058
41.3807517,2.1772425
NA,NA
41.408641,2.1478143
41.3917169,2.1592614
41.392095,2.158493
41.3938632,2.1568039
51.4997486,-0.1615242
48.191373,16.4082294
51.5294411,-0.1233745
52.3677568,4.8682174
41.3893478,2.1209755
41.3865289,2.1682919
41.3858891,2.1681652
41.386136,2.1682914
41.4337561,2.147327
51.5179659,-0.1234343
48.2216779,16.3567111
51.5144418,-0.146432
41.3812223,2.1739622
41.3846844,2.1791065
48.2035677,16.356445
51.4689559,-0.1787256
51.5144004,-0.1565506
51.498861,-0.1374897
48.204576,16.3563661
41.3986093,2.1625037
41.3944574,2.1564353
51.4973568,-0.1576728
41.3802469,2.1541149
41.37913,2.1561186
41.3283758,2.1129638
41.3948175,2.1434702
41.384829,2.1751277
41.3904305,2.1262314
51.5222472,-0.1426128
41.3777977,2.1135971
51.5291423,-0.1372782
51.5101556,-0.1496314
41.3929366,2.1653954
41.4253332,2.1211028
41.3961021,2.1794688
51.474469,-0.019428
52.3696719,4.8614475
51.4756558,-0.1813888
48.2058584,16.3766545
41.3859873,2.1514021
41.3895237,2.1490307
41.4006653,2.1787089
41.376801,2.1460443
51.5110114,-0.0771251
51.5241248,-0.1258066
41.3930406,2.1545393
45.4758842,9.205791
45.4794406,9.2096756
45.4858877,9.2042827
45.4682358,9.2073799
45.473348,9.1910733
45.4580781,9.1924205
45.4572218,9.1937008
45.4529643,9.1962217
45.4642651,9.1960569
45.4769923,9.1844899
45.46676,9.194293
45.4656023,9.1778675
45.4848809,9.1596461
45.4867005,9.1575137
41.4126508,2.2090895
41.3885274,2.1360471
52.3727067,4.8943658
52.377278,4.897818
52.373704,4.893591
52.3735266,4.8933041
48.2133296,16.3471399
52.3351951,4.8885354
52.314371,4.9388064
52.3511137,4.8411629
41.3827,2.1791999
48.2114567,16.3738677
41.4061636,2.2008956
52.3511447,4.8740764
41.3861153,2.1611899
41.3897945,2.1660575
41.3908486,2.1680745
41.3888014,2.1653738
52.3923684,4.9110442
41.4002812,2.1297427
41.3959587,2.2008981
48.231911,16.4129493
48.2078955,16.3701084
41.3781685,2.1786627
52.36513,4.8729422
52.364962,4.873495
41.3832414,2.1685298
51.5590955,-0.284704
48.2273013,16.4001791
41.392018,2.157066
41.391843,2.156844
51.603207,0.010607
41.4014399,2.2100745
52.333803,4.8884708
51.5267769,-0.1324905
51.507377,0.038657
48.2051299,16.369036
48.1949694,16.3692624
48.1983543,16.3375246
52.3497431,4.8911908
52.3487635,4.8938829
48.1513676,16.4064709
52.3451511,4.9252372
48.2114087,16.3746469
48.1975497,16.3686397
48.2565936,16.4031426
51.481663,-0.1909565
45.4644348,9.1952727
52.3357326,4.8743947
51.5179386,-0.1529794
48.200561,16.3647063
41.3991773,2.1656134
NA,NA
41.3732462,2.1474351
41.3841429,2.1616896
41.3927101,2.1722139
41.3915897,2.1720108
41.3831641,2.1604736
41.3842608,2.1609471
41.3891168,2.1671986
41.390913,2.1706981
41.391362,2.1700953
41.3901396,2.1696699
41.3916258,2.1716378
41.392344,2.1729157
41.3935967,2.1742718
51.514879,-0.1606501
48.1825159,16.3322428
48.2196722,16.3863588
51.511579,-0.1500193
48.1791893,16.3625367
41.4017465,2.1477365
48.1629737,16.3404024
48.2082256,16.3684123
48.2112491,16.3776519
51.5064607,-0.1454198
51.5064534,-0.1456146
51.4988977,-0.1562015
51.504439,-0.149911
48.2140659,16.4217627
51.5213303,-0.2915052
48.2199427,16.3598984
NA,NA
52.357655,4.844576
52.3718665,4.8873794
52.369391,4.8871721
52.3653868,4.8931979
52.364768,4.896945
48.2195864,16.3255339
48.2238463,16.3138357
48.2097958,16.3658705
48.2101211,16.3655537
48.1667886,16.344908
48.1866506,16.3023375
48.1877942,16.2727214
48.1585332,16.3451115
52.3560923,4.8858229
48.1640345,16.3216061
51.5051084,-0.213266
48.2152663,16.376103
52.3101182,4.9472918
52.3096835,4.9422614
51.50303,-0.15242
52.3588806,4.9886041
52.3846059,4.8941866
51.475172,-0.1870629
41.3835584,2.178311
52.3595919,4.8801587
52.3599196,4.8810128
41.3830582,2.1778267
41.3862689,2.1291786
52.335182,4.9138688
48.1537005,16.2825822
48.2145071,16.2845042
48.2019865,16.3789934
52.3417894,4.824952
48.2085627,16.3541687
NA,NA
NA,NA
41.4114188,2.211756
48.2105156,16.3760717
48.2024907,16.3702656
48.2012505,16.3731255
48.2017091,16.3710205
48.2021105,16.3720841
48.2057193,16.3710878
48.2044655,16.3702399
48.2062103,16.3710387
48.1824271,16.3808291
52.3047669,4.9476868
52.377955,4.894641
52.3763099,4.8862701
52.3758754,4.8859642
52.3654686,4.8798713
51.531427,-0.126133
51.480672,-0.0071375
48.2031622,16.3561999
48.2047761,16.3512515
48.2185837,16.3881339
52.3542655,4.8664365
41.3827894,2.1715636
41.3834673,2.1712016
41.3843222,2.1712893
41.3780983,2.1762005
51.5576962,-0.2835263
51.5119446,-0.179939
51.5120219,-0.1762414
51.5119446,-0.179939
NA,NA
48.1964001,16.3958668
48.1923791,16.3994512
48.2038688,16.3887039
48.2075294,16.3525967
45.4630685,9.1979367
45.4738012,9.2239702
41.3842838,2.1707092
52.3793659,4.8457179
52.363889,4.881302
41.4101934,2.1695574
48.2064745,16.3546297
48.210285,16.373579
52.3591467,4.9263601
48.1940487,16.2971831
41.3957584,2.1822402
41.4082054,2.2124626
51.5016102,-0.1191545
41.406146,2.2008636
41.4006708,2.2087844
41.3897735,2.1419762
41.3900104,2.1422396
51.4993652,-0.1576613
41.3861283,2.1745291
41.3792053,2.1427989
41.3890578,2.1565948
41.3894195,2.1564886
41.3910621,2.1593373
41.3931918,2.16152
41.3945074,2.1632659
41.3962658,2.1662153
51.5165165,-0.1509735
51.6068054,0.0590416
41.39038,2.121
48.1868107,16.3440157
48.1935593,16.3616098
48.1899743,16.3567007
48.1965878,16.3413729
48.2008957,16.3592496
48.2002872,16.3547746
48.1990335,16.3525051
48.1979979,16.3483314
41.3982129,2.1494179
41.3865424,2.1969665
48.1945297,16.340327
48.1756283,16.4200957
52.385601,4.8470597
41.371308,2.181698
48.19183,16.3770876
41.3936071,2.1504611
41.3985449,2.1438237
41.4034965,2.1370426
52.3872884,4.8349748
52.4001813,4.8936653
52.3711037,4.8936787
48.1995177,16.3388225
48.2006001,16.3386333
48.251195,16.2989165
41.383515,2.1407396
52.3678779,4.8948936
52.3681919,4.8957609
52.3741426,4.8907741
52.3754926,4.8929878
52.3760456,4.8943917
51.5104624,-0.0795502
52.3611852,4.8936341
41.3780229,2.1730782
41.3825777,2.1400103
41.384591,2.1378107
51.5050355,-0.1500864
51.5083719,0.0355768
51.511174,-0.1349904
52.376752,4.904618
48.2026449,16.3671054
48.2149414,16.3365285
52.3375677,4.8178172
52.3702613,4.9032489
52.370835,4.895403
52.3840358,4.9028572
41.3727844,2.1721134
41.3971434,2.1921947
41.3969273,2.192267
52.3714428,4.9346331
48.2000165,16.3641802
NA,NA
41.3747873,2.1611846
51.5082019,-0.1545589
48.2056333,16.3778615
48.2050967,16.3770928
41.3815625,2.1838458
41.3918805,2.1660363
41.3935497,2.1627098
41.3939082,2.1622556
41.4023621,2.2119049
41.4037972,2.213767
41.4101306,2.2188047
41.3798658,2.1805271
41.3801815,2.180688
41.3907208,2.1660732
41.391393,2.1668467
41.3980162,2.1581229
41.3930168,2.1646148
41.3935179,2.1639813
41.3946775,2.162638
41.3866227,2.1840722
41.3775577,2.1384686
41.4084334,2.2178205
48.2217697,16.3578738
NA,NA
41.3944848,2.1651078
41.3962106,2.1621171
41.3856387,2.1668274
