lat,lng
52.3605759,4.9159683
51.4918878,-0.1949706
51.5137335,-0.1087512
51.5142184,-0.1809032
48.8743481,2.2897334
48.88657,2.3588332
51.5226217,-0.1251602
51.5014001,-0.1160092
51.5117832,-0.1194172
48.874707,2.2936761
48.8487675,2.3410376
51.5038632,-0.1504132
48.9015941,2.3597783
51.5109945,-0.1863417
51.5020425,-0.1866541
51.5263854,-0.1136042
48.8483053,2.3425596
48.8668564,2.3286339
48.8315204,2.3870797
48.8610265,2.3788974
48.8732543,2.343239
48.8598229,2.347111
48.8704175,2.3296832
51.4919588,-0.2200956
51.5084595,-0.1311382
51.5024348,-0.0002497
48.8619373,2.3040298
48.8524215,2.3743832
48.8756435,2.2938788
48.8637135,2.2934759
48.8460269,2.2788281
51.4980052,-0.1643238
51.5167472,-0.135965
51.4916378,-0.1832833
48.8780363,2.2864907
51.5147387,-0.1341108
51.5127625,-0.0997157
51.4943077,-0.1755579
51.5145986,-0.1270336
51.4990259,-0.1427453
51.5106538,-0.0773676
48.8673199,2.3656296
48.8656973,2.2829776
48.8735418,2.302442
48.8555319,2.3621212
48.88366,2.3313845
48.8789432,2.3448623
48.8491427,2.3397118
48.8734851,2.3485111
48.8376887,2.3063102
48.8699103,2.2973386
48.8766269,2.3432886
48.8661705,2.331561
48.8729676,2.3081178
51.510843,-0.1314287
51.4611219,-0.2756216
51.5286766,-0.1283489
51.495179,-0.183827
51.4925138,-0.1787917
51.5254162,-0.0772849
51.4891226,-0.1205639
51.4956657,-0.1452793
51.5014191,-0.1625805
48.8848583,2.2997023
48.8688962,2.2827459
48.8494851,2.2955063
51.5108439,-0.1839074
51.5209191,-0.1566567
48.8756604,2.3252075
51.4925478,-0.1780611
51.5426054,-0.0072708
51.5426351,-0.0073272
51.5054544,-0.2262216
51.5188555,-0.1319172
48.8468064,2.3714789
48.8427564,2.3305636
48.8708508,2.3515882
51.4936161,-0.1592347
51.502485,-0.1539265
48.8728324,2.3193886
48.871723,2.3235377
48.8732706,2.3450746
48.8761376,2.3572681
48.8581186,2.3529369
48.8725794,2.3075779
51.4959227,-0.1702917
48.8405612,2.2991035
48.8550466,2.304583
51.4945522,-0.1861213
51.4990953,-0.1132136
48.8687425,2.3541761
51.4948465,-0.1187481
51.504716,-0.1475618
51.4945144,-0.1866172
51.5090985,-0.0157302
48.8663359,2.2867935
48.870961,2.3267678
48.8865626,2.3329648
48.8724588,2.3378004
48.8715828,2.3224853
51.5208575,-0.0779503
51.5119933,-0.1782794
51.5166755,-0.0697897
48.8489839,2.348383
48.8684165,2.336869
48.8685093,2.3067895
48.881407,2.3274204
48.8713699,2.3181191
48.8665788,2.3084447
48.8663444,2.2881979
48.8644627,2.3318473
51.5266618,-0.1296571
48.8675886,2.3531018
48.8730823,2.309659
51.5220869,-0.1082443
48.8848292,2.3035189
51.5421476,-0.1703073
51.51046,-0.1875844
51.520378,-0.1303414
48.8639318,2.3658744
48.8693409,2.3310263
48.8562272,2.3351758
48.8178079,2.3293636
48.8738557,2.3444232
48.8490691,2.3697484
48.8513515,2.3375084
51.5210085,-0.1230966
51.5122457,-0.0757326
51.5241386,-0.1380807
48.8753446,2.3167161
51.5163841,-0.1635764
51.517839,-0.1424476
51.5132069,-0.1807816
51.5109079,-0.1238221
48.8751845,2.3013214
48.8493499,2.3430569
48.8668589,2.3028215
48.8686931,2.325211
48.8560685,2.3236846
48.8438352,2.3280708
51.4938733,-0.1824963
51.5131428,-0.1576714
48.861711,2.340674
51.5128032,-0.07586
51.4903724,-0.1459218
48.875551,2.2835191
48.8531641,2.3344097
51.5161139,-0.1749521
51.515632,-0.175737
51.4944849,-0.1884174
51.5012329,-0.1859937
51.5184158,-0.1348509
51.4975621,-0.145551
48.8196885,2.3263505
51.4943935,-0.1750169
51.520181,-0.1256957
48.8679466,2.3289593
48.8532269,2.3457159
48.868414,2.3213247
48.8690596,2.2971078
48.8797331,2.3206003
48.8420669,2.3304091
48.8652582,2.3329632
48.8516619,2.2979395
48.8328764,2.3572531
48.8550236,2.3350786
51.5147071,-0.1578291
51.5100362,-0.190657
51.5069446,-0.1415776
51.5278465,-0.0889473
48.8453774,2.3256427
51.5561548,-0.2141824
48.853688,2.3322667
51.4934752,-0.2153256
48.843707,2.3155631
51.5171671,-0.1290534
48.8654874,2.3348924
48.8542681,2.3078116
48.8728351,2.3362507
51.5150534,-0.1739974
48.8795369,2.3202966
48.8726335,2.3048084
48.8705741,2.3264194
51.4930905,-0.1755022
51.4946905,-0.1910197
48.8793427,2.3577745
51.5019097,-0.0232208
48.8870573,2.3143297
48.8864673,2.2948911
48.8871283,2.314205
51.5265189,-0.1303689
51.4968406,-0.1675498
51.4999683,-0.1599927
48.8713239,2.2937849
48.8585193,2.3077243
48.8315962,2.3399796
51.5215257,-0.1533039
48.871309,2.3277079
48.8720593,2.3236802
48.8644382,2.3359148
48.838484,2.3150904
48.8908018,2.3380204
48.8535089,2.3425787
51.5015721,-0.1628511
51.4778583,-0.0137463
51.5241452,-0.1609907
48.8746128,2.3056956
48.8750848,2.3048372
51.520943,-0.1004581
51.4954976,-0.1893691
51.4913737,-0.1214194
48.8555664,2.2926243
51.529257,-0.168358
48.8663208,2.3450399
48.8678432,2.3033075
48.8691686,2.3337818
48.8803752,2.319591
48.8709627,2.3154141
51.4948059,-0.1926525
51.5032524,-0.078179
48.8237487,2.324056
51.5143624,-0.1394483
51.4907493,-0.1934627
51.5144381,-0.1558337
48.8710605,2.2933537
48.8605125,2.3106533
51.583236,-0.216868
51.5122429,-0.1045036
48.845743,2.34493
48.8690198,2.2891278
48.8478399,2.342254
48.8713421,2.3280723
48.8592264,2.340996
48.8382943,2.3210421
48.8603483,2.3440535
48.8722588,2.3257608
48.8717649,2.2983855
51.5001979,-0.1795357
51.5172398,-0.1220324
51.4950098,-0.1906195
51.5027022,-0.1882164
51.5244224,-0.0764614
48.8721062,2.3451384
51.5203469,-0.1260893
51.5056956,-0.101525
51.511521,-0.290706
48.8448902,2.252833
48.8475112,2.3022198
51.49398,-0.143372
51.498905,-0.1339093
51.5191009,-0.1592
48.8637503,2.3320406
48.8442949,2.3730938
48.8349272,2.3295913
48.8722884,2.3090359
48.8690126,2.3368708
48.8814056,2.3282568
48.857898,2.3571978
48.8327729,2.2787597
48.8821595,2.3367444
48.8704371,2.329236
48.8732231,2.3436097
48.8453785,2.3753036
48.8503901,2.3422527
48.8516148,2.3381293
48.8708391,2.3303651
51.507374,-0.129135
51.5059334,-0.1489418
51.5458476,-0.0554113
51.5141842,-0.3192925
51.5150522,-0.159239
51.5243286,-0.1846623
51.5054185,-0.1241499
51.521759,-0.1425381
48.8397623,2.3235324
51.4973203,-0.1562558
51.5051507,-0.1004724
51.5139275,-0.1271506
51.4915712,-0.1963192
51.5101401,-0.1968951
48.8389823,2.3455528
48.8473459,2.2832408
NA,NA
48.8503074,2.3450612
48.8548641,2.2923181
48.8735736,2.335965
51.5084036,-0.1067988
51.5116049,-0.1383145
51.4948507,-0.1945544
48.8642689,2.3308179
48.8412131,2.3302954
48.8393229,2.3892274
48.8747153,2.2906388
51.4944875,-0.2070605
48.8823398,2.3364764
51.5205441,-0.1308091
51.5094835,-0.1362538
48.8794843,2.3556545
48.8493082,2.2743626
48.8737702,2.3201063
48.8655293,2.3360102
48.8363819,2.2897793
51.5079153,-0.2730145
48.8756508,2.3041568
48.8452789,2.342295
48.8886969,2.3945403
48.8757155,2.3038781
48.8649306,2.3290844
48.8519215,2.3839993
51.5218066,-0.0856081
51.4993927,-0.1329128
48.8823111,2.3132374
48.8554268,2.4152555
51.5072713,-0.0211213
51.5055513,-0.1501698
51.5161911,-0.1579487
48.8692566,2.3339369
48.8681455,2.3313064
48.8538752,2.3366123
48.8518584,2.3447798
48.8721692,2.3262681
51.512257,-0.2034244
48.8658792,2.3298903
51.519016,-0.166267
51.5195688,-0.170521
51.4992791,-0.1973593
51.5199224,-0.2116636
48.8653685,2.328218
48.8606187,2.344401
51.5124655,-0.182274
51.525535,-0.1180354
NA,NA
48.8731996,2.3425446
48.8717146,2.3261812
51.5215508,-0.0469238
48.8396623,2.3300582
41.3882234,2.1644551
51.4942539,-0.1414756
51.5203266,-0.1245891
51.4960283,-0.1686355
51.5139298,-0.101126
48.8689307,2.2974503
48.8754371,2.3434586
48.8768854,2.3270623
48.8730437,2.3161144
48.87096,2.3091617
48.8309896,2.3297301
48.8661932,2.3042141
48.830196,2.3529539
51.4931086,-0.190208
48.8565778,2.3319767
48.8827492,2.2982782
48.871859,2.2978177
48.8671889,2.326927
51.5173303,-0.1180966
48.8399018,2.3031011
51.4916677,-0.1947475
51.5134603,-0.1833081
51.5117907,-0.306071
51.4930097,-0.159715
51.5043483,-0.0334436
51.4928147,-0.1841753
48.8782679,2.294852
51.5135555,-0.180002
41.3961448,2.1631674
51.514839,-0.1586656
48.8969854,2.3852745
51.4998574,-0.161717
51.4957436,-0.1477528
48.8562725,2.3660412
48.8775326,2.293458
48.8661991,2.3328826
51.4988817,-0.1062888
51.4917798,-0.1616049
51.5207945,-0.1310845
48.8615843,2.3620652
48.8485387,2.3479852
48.853865,2.3072019
48.8718321,2.3278866
48.8553486,2.3340736
48.880856,2.3375085
51.4801631,-0.0097201
52.3743712,4.8746196
48.8654726,2.3292934
48.8753837,2.2944651
51.507746,-0.1422993
48.8503493,2.3344305
48.8713619,2.3426375
48.8528364,2.3440803
51.5138357,-0.1797976
51.519032,-0.1825943
48.8802782,2.2843852
48.8430523,2.3422519
48.866435,2.3251076
48.8852794,2.3301021
48.8542454,2.339956
48.878932,2.3394182
48.851589,2.2777274
48.8601927,2.318423
48.8657394,2.3274415
48.8567042,2.3277805
48.8700325,2.3112736
48.8565421,2.3303504
48.884165,2.3328261
48.8756618,2.2863468
48.8661363,2.3260648
48.8869128,2.3004034
51.5189182,-0.0866009
51.5142054,-0.1766098
48.8715469,2.3439622
51.4922348,-0.1914229
51.5404555,-0.1460833
51.4932356,-0.1269082
51.5129736,-0.1837431
51.5156471,-0.1572443
51.5186801,-0.1354055
48.8691984,2.2979052
48.8752553,2.286653
48.8715079,2.3122259
48.8703672,2.2938868
48.8335233,2.3191194
51.5289499,-0.1232979
51.4981225,-0.1799693
51.5189077,-0.1421957
51.509963,-0.129797
48.8687512,2.3001692
51.5151247,-0.1600656
48.8629329,2.3723823
48.8712877,2.3191903
51.5044972,-0.0855562
48.849147,2.3471935
48.855263,2.3305901
48.8645647,2.2821827
51.4938468,-0.1917582
51.5090558,-0.1421661
48.8740463,2.300196
48.8430891,2.4049867
48.869143,2.3006526
51.4978466,-0.164156
48.8450894,2.3209503
48.8710402,2.3248014
51.4892447,-0.1803196
48.8682978,2.3268027
48.8547329,2.3395277
48.8694755,2.3046954
48.8354314,2.321142
51.5373904,-0.0023367
51.5273442,-0.0796152
51.511879,-0.118552
51.5197933,-0.1241844
51.4920287,-0.1917801
48.8920485,2.3023791
51.4703604,-0.1779869
51.5162883,-0.1721078
48.8535639,2.3360169
48.8814425,2.3235592
48.8825781,2.3334805
48.8716831,2.3123759
48.8502052,2.289043
51.521148,-0.171346
51.490724,-0.143868
48.8593152,2.3104179
51.5076899,-0.1471358
51.4919083,-0.1684398
48.8613055,2.2862823
48.872174,2.328075
48.8737043,2.3061477
48.8651994,2.3045076
48.8794682,2.3334957
51.5055381,-0.1396885
51.5146025,-0.1481978
51.4815995,-0.1481053
51.5126488,-0.1803795
48.8268251,2.2912033
51.5149583,-0.0823869
48.879314,2.3560185
48.8632723,2.352691
48.8811741,2.2948337
48.8777895,2.2872498
48.8708863,2.3382128
51.5743549,-0.0977567
48.8547161,2.306642
48.8756359,2.3004967
51.4911924,-0.1449474
51.522143,-0.153385
48.8684243,2.3036244
51.5110993,-0.1208673
48.8719889,2.3492913
48.8691758,2.3205807
51.4967399,-0.2064723
51.5196124,-0.1239628
51.5139692,-0.1828202
51.5226361,-0.1602871
48.8683133,2.3330851
48.8772093,2.2968266
51.4981471,-0.1436492
51.5101462,-0.1315061
51.4935083,-0.1834346
48.827388,2.305478
48.8553117,2.3254628
51.5139315,-0.1219893
51.514573,-0.15666
51.5210117,-0.2628618
51.5139805,-0.1337948
48.8759461,2.3270955
48.8742767,2.3426276
48.8648656,2.3295756
48.8694695,2.3208564
48.8723844,2.3088663
48.8528427,2.3422256
48.8749511,2.3259532
NA,NA
48.8630829,2.3378592
48.8730552,2.3540112
48.8654532,2.3295231
48.8745879,2.3188143
48.8675674,2.3539896
48.8743885,2.2980915
51.5172825,-0.0812451
51.5011704,-0.0232607
48.8585626,2.3299138
48.8381079,2.318669
48.8346811,2.3255098
48.8687804,2.3610196
51.510237,-0.0764428
51.4937409,-0.244896
51.5125035,-0.1477438
51.5126758,-0.1867828
51.4986732,-0.1376867
48.8686434,2.2984054
48.8683593,2.3002117
48.8491801,2.3423357
51.4981471,-0.1436492
51.515755,-0.1603335
51.4958184,-0.1813958
48.8799239,2.3288332
48.8488044,2.3469889
48.8800565,2.3342353
51.531979,-0.061598
51.5206309,-0.0915341
48.8644967,2.3405415
48.8740668,2.3502172
51.5553678,-0.2864945
48.8471891,2.3260138
48.8732068,2.3239015
48.8496819,2.3402806
51.4202661,-0.211268
51.510574,-0.1509951
48.8570275,2.3170282
48.8488608,2.3315257
51.5237209,-0.0806178
51.5063709,-0.1515359
51.5115509,-0.0714919
48.8777621,2.293177
51.5104696,-0.1265824
48.8710709,2.3013119
51.5050165,-0.1049831
48.8760884,2.3456465
51.5066991,-0.0280208
51.5180207,-0.1500567
48.8607764,2.3427564
51.5231564,-0.1035134
51.5161286,-0.0624458
48.8691399,2.2981024
51.5182768,-0.1583511
48.8753359,2.3414617
48.8691325,2.3021659
51.5127453,-0.1926437
48.8565629,2.3273623
48.8662695,2.3668616
48.8816306,2.2992146
48.8583127,2.2795075
51.5154006,-0.0572364
51.5060237,-0.151078
51.5065578,-0.004514
51.504575,-0.082675
51.5611271,-0.2787261
48.8497618,2.3392336
48.8801757,2.2859534
48.8722019,2.3030866
48.8688155,2.3305236
48.8636049,2.3688352
48.8729639,2.3444899
48.8701247,2.311141
48.8589516,2.3670407
48.8684776,2.3298238
48.8758981,2.3590504
48.8547869,2.3084819
48.870808,2.3372737
48.8645309,2.3315532
51.5140208,-0.0854919
51.5174853,-0.1372109
51.5159214,-0.1598794
51.5124496,-0.1795215
48.866242,2.3373169
48.8481917,2.3490316
48.8769204,2.3069132
51.5131074,-0.1778707
48.8659899,2.3674149
48.8699731,2.2909401
48.8966167,2.3434843
51.4572991,-0.2055425
51.5123968,-0.186124
51.5208155,-0.0915319
48.8691409,2.3031503
48.8364204,2.3603332
48.8303023,2.2842872
51.5366053,-0.1919832
51.5054832,-0.0951196
51.5074007,-0.1524593
48.8571207,2.3805581
51.5360906,-0.1048176
51.4963008,-0.1796853
48.8689468,2.3026559
48.8520377,2.3557092
51.5152892,-0.160898
51.5045326,-0.2191174
48.8673099,2.2856528
51.5153672,-0.1783271
48.8819068,2.3410005
48.8447938,2.3524462
51.5140329,-0.1320651
48.8648997,2.3469433
51.516843,-0.1495574
51.5039399,-0.2244232
51.5133832,-0.1926617
48.8680055,2.3260075
48.8566336,2.2852607
48.865467,2.3038811
48.8729666,2.2926226
48.8370334,2.372322
51.5143447,-0.1318157
51.4982412,-0.1134715
51.5241373,-0.0786983
48.8732785,2.3004174
48.8457587,2.3243071
48.8750119,2.3416769
48.8714152,2.3239679
48.8854538,2.3335809
48.870994,2.3235329
48.8396395,2.2663056
48.8759855,2.293938
48.8716017,2.3349768
48.8820046,2.2818538
48.883631,2.3257643
48.8797513,2.2919634
48.8382542,2.2903494
48.8498439,2.3244253
45.488764,9.183057
51.5076044,-0.132266
51.5017224,-0.1846243
51.5322508,-0.1095714
48.8741002,2.3426357
51.4956883,-0.1827878
51.5160988,-0.1181749
48.8500283,2.2834126
48.8465653,2.4102405
48.8735135,2.3217457
48.8599998,2.3087425
51.4924184,-0.2784701
51.527262,-0.282992
48.8672474,2.33738
51.5634756,-0.2042758
48.8706373,2.2982095
48.850448,2.2928845
48.849574,2.3798518
48.8612535,2.3426256
51.5121957,-0.1318384
48.8820838,2.3315849
48.8534026,2.3299043
48.888539,2.3498459
51.5158643,-0.1200625
51.5022081,-0.1599428
48.8823141,2.3316688
51.4953691,-0.1818966
48.8836255,2.3340538
51.5100916,-0.1359431
48.8330649,2.2879617
51.4942654,-0.1366026
51.4948416,-0.1772056
48.8550298,2.3332104
51.5061587,-0.1402803
51.5160484,-0.0880181
51.5021027,-0.187901
48.8732788,2.3466576
48.8708419,2.3605864
48.8482842,2.3657251
51.5127964,-0.0847973
51.5196913,-0.1254243
51.5108412,-0.0780581
48.8501522,2.3392782
48.8671391,2.3038447
48.8746066,2.3167195
48.8723438,2.3033378
48.8515198,2.3486511
48.8772493,2.3543043
48.863828,2.3519345
48.8503276,2.2982022
48.8701887,2.2997281
48.886687,2.3449332
48.8808779,2.2989756
51.5077198,0.0229805
48.8711365,2.3050482
51.5052587,-0.099176
48.8536854,2.3805796
51.4944319,-0.1363756
48.8605219,2.3680239
51.5220522,-0.132414
51.5157316,-0.1802179
51.5166887,-0.1706147
48.8719212,2.2971404
48.8416787,2.3022862
48.8382916,2.3230188
48.8595985,2.3088076
51.4947754,-0.177789
48.8506499,2.2750873
51.5188,-0.153839
51.5151149,-0.1743857
51.5052188,-0.088166
48.8605031,2.3006606
51.513055,-0.152257
48.8321231,2.3536172
